query_id,query_text,predicted_doc_id,predicted_rank,ground_truth_doc_ids,is_relevant,expansion_terms
q20165,how to know if a text file is empty in python,d10383,4,d20165,False,file;error;string;database;delete
q20165,how to know if a text file is empty in python,d9827,5,d20165,False,file;error;string;database;delete
q20165,how to know if a text file is empty in python,d13279,6,d20165,False,file;error;string;database;delete
q20165,how to know if a text file is empty in python,d20039,7,d20165,False,file;error;string;database;delete
q20165,how to know if a text file is empty in python,d11252,8,d20165,False,file;error;string;database;delete
q20165,how to know if a text file is empty in python,d304,9,d20165,False,file;error;string;database;delete
q20165,how to know if a text file is empty in python,d3694,10,d20165,False,file;error;string;database;delete
q20166,python normal distribution p values,d11319,1,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d10083,2,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d10810,3,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d5202,4,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d8617,5,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d404,6,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d5947,7,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d20166,8,d20166,True,parameter;integer;variable;error;function
q20166,python normal distribution p values,d14935,9,d20166,False,parameter;integer;variable;error;function
q20166,python normal distribution p values,d6666,10,d20166,False,parameter;integer;variable;error;function
q20167,python ctypes array of arrays,d6463,1,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d4447,2,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d6506,3,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d6132,4,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d8864,5,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d14244,6,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d2504,7,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d16141,8,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d14659,9,d20167,False,array;integer;string;error;row
q20167,python ctypes array of arrays,d83,10,d20167,False,array;integer;string;error;row
q20168,scale 1d array python to between 0 and 1,d20168,1,d20168,True,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d16845,2,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d4496,3,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d7184,4,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d16268,5,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d12313,6,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d6077,7,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d3765,8,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d18508,9,d20168,False,array;error;integer;close;row
q20168,scale 1d array python to between 0 and 1,d19254,10,d20168,False,array;error;integer;close;row
q20169,python upper case lower case converter,d17494,1,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d19203,2,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d17427,3,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d19001,4,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d18583,5,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d16900,6,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d19428,7,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d17145,8,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d17351,9,d20169,False,condition;loop;error;update;class
q20169,python upper case lower case converter,d16681,10,d20169,False,condition;loop;error;update;class
q20170,ply python expression evaluator,d13176,1,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d8781,2,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d12742,3,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d8944,4,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d11154,5,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d9612,6,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d824,7,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d5267,8,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d2927,9,d20170,False,error;function;parameter;query;method
q20170,ply python expression evaluator,d3398,10,d20170,False,error;function;parameter;query;method
q20171,python hashlib calc sha1 of file,d9726,1,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d5639,2,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d20171,3,d20171,True,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d15119,4,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d5641,5,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d7689,6,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d10223,7,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d13318,8,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d2971,9,d20171,False,file;integer;error;database;variable
q20171,python hashlib calc sha1 of file,d548,10,d20171,False,file;integer;error;database;variable
q20172,python pdb no capture std output,d13499,1,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d1039,2,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d7367,3,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d11091,4,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d11441,5,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d1041,6,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d1043,7,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d20172,8,d20172,True,error;string;database;parameter;integer
q20172,python pdb no capture std output,d15539,9,d20172,False,error;string;database;parameter;integer
q20172,python pdb no capture std output,d20535,10,d20172,False,error;string;database;parameter;integer
q20173,python how to write a factorial,d6676,1,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d15554,2,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d15032,3,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d9372,4,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d6970,5,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d20173,6,d20173,True,write;function;integer;parameter;variable
q20173,python how to write a factorial,d2179,7,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d3812,8,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d17108,9,d20173,False,write;function;integer;parameter;variable
q20173,python how to write a factorial,d18646,10,d20173,False,write;function;integer;parameter;variable
q20174,python get the last column,d1593,1,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d9730,2,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d5047,3,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d659,4,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d3195,5,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d9183,6,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d20174,7,d20174,True,column;row;update;loop;integer
q20174,python get the last column,d697,8,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d11047,9,d20174,False,column;row;update;loop;integer
q20174,python get the last column,d7042,10,d20174,False,column;row;update;loop;integer
q20175,python how to change file extension,d11823,1,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d801,2,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d18007,3,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d5154,4,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d9235,5,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d10716,6,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d1843,7,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d15075,8,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d12494,9,d20175,False,file;update;error;write;database
q20175,python how to change file extension,d6595,10,d20175,False,file;update;error;write;database
q20176,python get process memory info,d7501,1,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d7417,2,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d11011,3,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d10874,4,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d7054,5,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d12885,6,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d8920,7,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d1793,8,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d17829,9,d20176,False,parameter;file;integer;database;error
q20176,python get process memory info,d16930,10,d20176,False,parameter;file;integer;database;error
q20177,check if 2 string are equal python,d1864,1,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d7246,2,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d6665,3,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d444,4,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d4555,5,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d2347,6,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d11293,7,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d4605,8,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d14801,9,d20177,False,string;error;integer;variable;boolean
q20177,check if 2 string are equal python,d10761,10,d20177,False,string;error;integer;variable;boolean
q20178,flask python create one table sqlalchemy,d6764,1,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d8839,2,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d20178,3,d20178,True,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d5878,4,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d10325,5,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d7616,6,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d8797,7,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d13659,8,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d2322,9,d20178,False,table;database;column;error;integer
q20178,flask python create one table sqlalchemy,d16042,10,d20178,False,table;database;column;error;integer
q20179,clean output folder in python,d20179,1,d20179,True,file;update;error;filter;close
q20179,clean output folder in python,d3051,2,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d10913,3,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d10488,4,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d4712,5,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d3398,6,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d2927,7,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d9612,8,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d5267,9,d20179,False,file;update;error;filter;close
q20179,clean output folder in python,d824,10,d20179,False,file;update;error;filter;close
q20180,python print nodes binary tree,d6035,1,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d16337,2,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d8586,3,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d5364,4,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d18868,5,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d19873,6,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d17805,7,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d17719,8,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d17862,9,d20180,False,integer;string;file;row;error
q20180,python print nodes binary tree,d18565,10,d20180,False,integer;string;file;row;error
q20181,python query string parsing,d6056,1,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d20336,2,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d5700,3,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d3144,4,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d14275,5,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d5510,6,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d677,7,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d11527,8,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d16275,9,d20181,False,string;parameter;integer;variable;query
q20181,python query string parsing,d13103,10,d20181,False,string;parameter;integer;variable;query
q20182,cycle through a folder of images python,d16090,1,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d12510,2,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d8576,3,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d4974,4,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d13165,5,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d3230,6,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d20182,7,d20182,True,file;loop;query;error;filter
q20182,cycle through a folder of images python,d8335,8,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d8392,9,d20182,False,file;loop;query;error;filter
q20182,cycle through a folder of images python,d16570,10,d20182,False,file;loop;query;error;filter
q20183,check if a date is valid python,d19715,1,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d18066,2,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d16664,3,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d19213,4,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d20183,5,d20183,True,error;update;condition;integer;database
q20183,check if a date is valid python,d17325,6,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d18384,7,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d17285,8,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d17871,9,d20183,False,error;update;condition;integer;database
q20183,check if a date is valid python,d18509,10,d20183,False,error;update;condition;integer;database
q20184,python spherical bessel functions,d7729,1,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d20184,2,d20184,True,function;error;parameter;integer;method
q20184,python spherical bessel functions,d3527,3,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d14509,4,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d4627,5,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d6231,6,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d19657,7,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d3378,8,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d2261,9,d20184,False,function;error;parameter;integer;method
q20184,python spherical bessel functions,d6233,10,d20184,False,function;error;parameter;integer;method
q20185,how to check a file is empty in python,d9827,1,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d3690,2,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d11252,3,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d10682,4,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d10610,5,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d13279,6,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d10383,7,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d20039,8,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d304,9,d20185,False,file;error;search;delete;update
q20185,how to check a file is empty in python,d3694,10,d20185,False,file;error;search;delete;update
q20186,python stop process multiprocessing,d3709,1,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d3017,2,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d20186,3,d20186,True,close;error;method;loop;warning
q20186,python stop process multiprocessing,d11311,4,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d15316,5,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d16109,6,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d5627,7,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d8454,8,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d3219,9,d20186,False,close;error;method;loop;warning
q20186,python stop process multiprocessing,d9793,10,d20186,False,close;error;method;loop;warning
q20187,python make sure all words are separated by a single space,d5789,1,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d8104,2,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d3611,3,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d16226,4,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d11323,5,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d5462,6,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d13456,7,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d11734,8,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d13592,9,d20187,False,row;integer;string;loop;error
q20187,python make sure all words are separated by a single space,d6269,10,d20187,False,row;integer;string;loop;error
q20188,making a multidimensional array of only 1 in python,d10198,1,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d4839,2,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d7373,3,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d3080,4,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d2486,5,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d9395,6,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d61,7,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d3106,8,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d6856,9,d20188,False,array;integer;row;variable;error
q20188,making a multidimensional array of only 1 in python,d14086,10,d20188,False,array;integer;row;variable;error
q20189,python initialize variable of an object,d20189,1,d20189,True,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d8636,2,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d13965,3,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d5775,4,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d4052,5,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d13738,6,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d10990,7,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d15949,8,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d10644,9,d20189,False,variable;integer;function;parameter;row
q20189,python initialize variable of an object,d1378,10,d20189,False,variable;integer;function;parameter;row
q20190,python elasticsearch limit results,d20190,1,d20190,True,search;error;update;list;parameter
q20190,python elasticsearch limit results,d12662,2,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d2618,3,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d8934,4,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d4776,5,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d6635,6,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d4583,7,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d1860,8,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d17920,9,d20190,False,search;error;update;list;parameter
q20190,python elasticsearch limit results,d19107,10,d20190,False,search;error;update;list;parameter
q20191,how to force exit python without raise,d4047,1,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d2332,2,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d15561,3,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d78,4,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d6152,5,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d9835,6,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d14498,7,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d9546,8,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d14724,9,d20191,False,error;delete;function;return;save
q20191,how to force exit python without raise,d18731,10,d20191,False,error;delete;function;return;save
q20192,python weak reference to bound method,d1813,1,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d10999,2,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d1039,3,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d11091,4,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d7367,5,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d13499,6,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d11441,7,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d18646,8,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d17108,9,d20192,False,error;method;function;integer;condition
q20192,python weak reference to bound method,d19626,10,d20192,False,error;method;function;integer;condition
q20193,calling index iterable python,d15021,1,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d11048,2,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d8862,3,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d9167,4,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d4986,5,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d7018,6,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d3391,7,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d4702,8,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d2782,9,d20193,False,integer;error;search;parameter;column
q20193,calling index iterable python,d19484,10,d20193,False,integer;error;search;parameter;column
q20194,python datetime maybe undefined,d4502,1,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d13904,2,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d17913,3,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d18199,4,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d18338,5,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d11823,6,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d12455,7,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d18007,8,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d10345,9,d20194,False,error;integer;update;data;database
q20194,python datetime maybe undefined,d16501,10,d20194,False,error;integer;update;data;database
q20195,python go to next page,d10241,1,d20195,False,update;query;search;loop;open
q20195,python go to next page,d12182,2,d20195,False,update;query;search;loop;open
q20195,python go to next page,d13380,3,d20195,False,update;query;search;loop;open
q20195,python go to next page,d12632,4,d20195,False,update;query;search;loop;open
q20195,python go to next page,d1172,5,d20195,False,update;query;search;loop;open
q20195,python go to next page,d15708,6,d20195,False,update;query;search;loop;open
q20195,python go to next page,d13167,7,d20195,False,update;query;search;loop;open
q20195,python go to next page,d14787,8,d20195,False,update;query;search;loop;open
q20195,python go to next page,d7288,9,d20195,False,update;query;search;loop;open
q20195,python go to next page,d8742,10,d20195,False,update;query;search;loop;open
q20196,filling null value sin data frame in python,d4876,1,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d2364,2,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d7793,3,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d2666,4,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d8958,5,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d12565,6,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d20196,7,d20196,True,database;data;error;file;integer
q20196,filling null value sin data frame in python,d1024,8,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d15044,9,d20196,False,database;data;error;file;integer
q20196,filling null value sin data frame in python,d2670,10,d20196,False,database;data;error;file;integer
q20197,python run external command and get output,d8907,1,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d8908,2,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d16161,3,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d15648,4,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d2810,5,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d1974,6,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d2542,7,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d13147,8,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d6580,9,d20197,False,update;get;return;search;loop
q20197,python run external command and get output,d3199,10,d20197,False,update;get;return;search;loop
q20198,how to compile python program to use in c++,d11823,1,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d18593,2,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d16748,3,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d17051,4,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d18011,5,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d17070,6,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d17413,7,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d19623,8,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d18013,9,d20198,False,method;function;query;loop;update
q20198,how to compile python program to use in c++,d17893,10,d20198,False,method;function;query;loop;update
q20199,python img to bytearray,d2231,1,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d5224,2,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d18862,3,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d10882,4,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d4965,5,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d6788,6,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d6098,7,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d9053,8,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d1288,9,d20199,False,error;integer;array;row;loop
q20199,python img to bytearray,d20504,10,d20199,False,error;integer;array;row;loop
q20200,how to use access token oauth python,d1054,1,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d16427,2,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d8511,3,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d12468,4,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d7315,5,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d2000,6,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d11823,7,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d11135,8,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d20142,9,d20200,False,update;open;error;method;database
q20200,how to use access token oauth python,d7846,10,d20200,False,update;open;error;method;database
q20201,have python line continue on to next line,d15708,1,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d13167,2,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d20567,3,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d20061,4,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d15240,5,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d14778,6,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d15279,7,d20201,False,loop;close;error;integer;query
q20201,have python line continue on to next line,d7786,8,d20201,False,loop;close;error;integer;query
